Rank,AC Name,Rating,Price,Product Link,Start Time,End Time
1,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Mo",3.9 out of 5 stars,"₹36,990.00",https://www.amazon.in/Daikin-Inverter-Display-Technology-MTKL50U/dp/B0BK1KS6ZD/ref=zg_bs_g_3474656031_d_sccl_1/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
2,"LG 1.5 Ton 5 Star DUAL Inverter Split AC (Copper, AI Convertible 6-in-1, VIRAAT Mode, Faster Cooling & Energy Saving, 4 Way S",4.0 out of 5 stars,"₹44,989.00",https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-US-Q19YNZE/dp/B0DRG7M72Z/ref=zg_bs_g_3474656031_d_sccl_2/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
3,"Carrier 1.5 Ton 3 Star Wi-Fi Smart Flexicool Inverter Split AC (Copper, Convertible 6-in-1 Cooling,Smart Energy Display, HD &",4.0 out of 5 stars,"₹35,988.00",https://www.amazon.in/Carrier-Flexicool-Inverter-Convertible-CAI18EE3R35W0/dp/B0DSWR3DJ3/ref=zg_bs_g_3474656031_d_sccl_3/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
4,"LG 1 Ton 4 Star DUAL Inverter Split AC (Copper, AI Convertible 6-in-1 with VIRAAT Mode, Faster Cooling & Energy Saving, 4 Way",4.0 out of 5 stars,"₹34,990.00",https://www.amazon.in/LG-Convertible-AntiVirus-Protection-US-Q13JNYE/dp/B0DQQ55C8M/ref=zg_bs_g_3474656031_d_sccl_4/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
5,"LG 1.5 Ton 3 Star DUAL Inverter Split AC (Copper, AI Convertible 6-in-1, VIRAAT Mode, Diet Mode+, Faster Cooling & Energy Sav",3.8 out of 5 stars,"₹35,990.00",https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-US-Q18JNXE/dp/B0DQQ4XDBB/ref=zg_bs_g_3474656031_d_sccl_5/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
6,"Lloyd 1.5 Ton 3 Star Inverter Split AC (5 in 1 Convertible, Copper, Anti-Viral + PM 2.5 Filter, White with Chrome Deco Strip,",4.0 out of 5 stars,"₹32,990.00",https://www.amazon.in/Lloyd-Inverter-Convertible-Anti-Viral-GLS18I3FWAGC/dp/B0CCY3HLCV/ref=zg_bs_g_3474656031_d_sccl_6/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
7,"Panasonic 1.5 Ton 5 Star Premium Wi-Fi Inverter Smart Split AC (Matter Enabled, Higher Airflow, Copper Condenser, 7in1 Conver",4.0 out of 5 stars,"₹43,990.00",https://www.amazon.in/Panasonic-Condenser-Convertible-CS-CU-NU18AKY5WX/dp/B0DSVRY811/ref=zg_bs_g_3474656031_d_sccl_7/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
8,"Daikin 0.8 Ton 3 Star, Fixed Speed Split AC (Copper, PM 2.5 Filter, 2022 Model, FTL28U, White)",4.0 out of 5 stars,"₹26,489.00",https://www.amazon.in/Daikin-Fixed-Copper-Filter-FTL28U/dp/B09R4SF5SP/ref=zg_bs_g_3474656031_d_sccl_8/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
9,"Carrier 1.5 Ton 5 Star Wi-Fi Smart Flexicool Inverter Split AC (Copper, Convertible 6-in-1 Cooling,Smart Energy Display,HD &",4.1 out of 5 stars,"₹42,988.00",https://www.amazon.in/Carrier-Flexicool-Inverter-Convertible-CAI19EE5R35W0/dp/B0DSXJFF5H/ref=zg_bs_g_3474656031_d_sccl_9/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
10,"Blue Star 1.5 Ton 5 Star Wi-Fi Smart Inverter Split AC (Copper, Convertible 5 in 1 Cooling, AI Pro, DigiQ Hepta Sensors, 4 Wa",3.8 out of 5 stars,"₹43,490.00",https://www.amazon.in/Blue-Star-Warranty-Convertible-IC518ZNURS/dp/B0DP5N2VTR/ref=zg_bs_g_3474656031_d_sccl_10/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
11,"Godrej 1.5 Ton 3 Star, 5 Years Comprehensive Warranty, AI Powered, 5-In-1 Convertible Cooling, Inverter Split AC (Copper, 202",3.6 out of 5 stars,"₹31,990.00",https://www.amazon.in/Godrej-Comprehensive-AC1-5T-18P3T-WZT/dp/B0DR327PJK/ref=zg_bs_g_3474656031_d_sccl_11/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
12,"Cruise 1.5 Ton 3 Star Inverter Split AC with 7-Stage Air Filtration (100% Copper, Convertible 4-in-1, PM 2.5 Filter, CWCVBK-V",4.1 out of 5 stars,"₹28,990.00",https://www.amazon.in/Cruise-Inverter-Filtration-Convertible-CWCVBK-VQ1W173/dp/B0CRF441PK/ref=zg_bs_g_3474656031_d_sccl_12/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
13,"Hitachi 1.5 Ton Class 3 Star, 4-Way Swing, ice Clean, Xpandable+, Inverter Split AC (100% Copper, Dust Filter, 3400SXL RAS.D3",4.0 out of 5 stars,"₹35,990.00",https://www.amazon.in/Hitachi-Xpandable-Inverter-3400SXL-RAS-D318PCCIBS/dp/B0DQTBQV3C/ref=zg_bs_g_3474656031_d_sccl_13/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
14,"Panasonic 1.5 Ton 3 Star Premium Wi-Fi Inverter Smart Split AC (Matter Enabled, Higher Airflow, Copper Condenser, 7in1 Conver",4.0 out of 5 stars,"₹35,990.00",https://www.amazon.in/Panasonic-Condenser-Convertible-CS-CU-SU18AKY3W/dp/B0DSVS6P6G/ref=zg_bs_g_3474656031_d_sccl_14/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
15,"IFB 2025 Model Silver Plus Smart Series 1.5 Ton 5 Star In-built Wifi Split AC with HD Compressor, AI, Dual Gold Fin & 8-in-1",3.8 out of 5 stars,"₹38,990.00",https://www.amazon.in/IFB-Model-Silver-built-Compressor/dp/B0DTHYWTF3/ref=zg_bs_g_3474656031_d_sccl_15/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
16,"Whirlpool 1.5 Ton 3 Star, Magicool Inverter Split AC (MAGICOOL 15T 3S INV CNV S5K2PP0, Copper, Convertible 4-in-1 Cooling Mod",3.3 out of 5 stars,"₹30,990.00",https://www.amazon.in/Whirlpool-Magicool-Inverter-MAGICOOL-Convertible/dp/B0DSJ9FQLD/ref=zg_bs_g_3474656031_d_sccl_16/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
17,"Daikin 1.5 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, MTKM50U, White)",4.0 out of 5 stars,"₹45,989.00",https://www.amazon.in/Daikin-Inverter-Copper-Filter-MTKM50U/dp/B09R4RYCJ4/ref=zg_bs_g_3474656031_d_sccl_17/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
18,"Haier 1.5 Ton 4 Star Triple Inverter Smart Split AC (5250 Watts, Copper, Wi-Fi, 4-Way Swing, 7 in 1 Convertible, Frost Self C",4.0 out of 5 stars,"₹37,990.00",https://www.amazon.in/Haier-Triple-Inverter-Copper-Convertible/dp/B0D3HLMK5B/ref=zg_bs_g_3474656031_d_sccl_18/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
19,"Godrej 1 Ton 3 Star, 5 Years Comprehensive Warranty, AI Powered, 5-In-1 Convertible Cooling, Inverter Split AC (Copper, 2025",3.7 out of 5 stars,"₹28,490.00",https://www.amazon.in/Godrej-Comprehensive-AC1T-12PINV3R32-WYQ/dp/B0DR2YG4FF/ref=zg_bs_g_3474656031_d_sccl_19/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
20,"Samsung 1.5 Ton 3 Star AI Inverter Smart Split AC (WiFi, Energy Saving, Voice Control, Powerful Cooling, Copper, Digital Inve",3.6 out of 5 stars,"₹35,990.00",https://www.amazon.in/Samsung-Inverter-Powerful-Convertible-AR50F18D1LHNNA/dp/B0DRY6T8B8/ref=zg_bs_g_3474656031_d_sccl_20/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
21,"Voltas 1.5 ton 3 Star, Inverter Split AC (Copper, 4-in-1 Adjustable Mode, Anti-dust Filter,183V Vectra CAW, White)",3.9 out of 5 stars,"₹32,989.00",https://www.amazon.in/Voltas-Inverter-Copper-Adjustable-Anti-dust/dp/B0CWVDXYX1/ref=zg_bs_g_3474656031_d_sccl_21/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
22,"SHARP 1.5 Ton 3 Star Inverter Split AC, 5 Years Comprehensive Warranty (Copper, 5in1 Convertible, Turbo Cool Technology, Anti",4.3 out of 5 stars,"₹34,990.00",https://www.amazon.in/SHARP-Comprehensive-Convertible-AntiCorrosive-AHSI18V3BGC/dp/B0DZHDBWLR/ref=zg_bs_g_3474656031_d_sccl_22/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
23,"Voltas 1.5 ton 5 Star, Inverter Split AC (Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 185V Vectra CAR, White)",4.1 out of 5 stars,"₹39,990.00",https://www.amazon.in/Voltas-Inverter-Copper-Adjustable-Anti-dust/dp/B0CWVDN3HZ/ref=zg_bs_g_3474656031_d_sccl_23/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
24,"Cruise 1 Ton 3 Star Inverter Split AC with 7-Stage Air Filtration (100% Copper, Convertible 4-in-1, PM 2.5 Filter, CWCVBL-VQ1",4.1 out of 5 stars,"₹25,990.00",https://www.amazon.in/Cruise-Inverter-Filtration-Convertible-CWCVBL-VQ1W123/dp/B0D17YKRXB/ref=zg_bs_g_3474656031_d_sccl_24/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
25,"Carrier 2 Ton 5 Star Wi-Fi Smart Flexicool Inverter Split AC (Copper, Convertible 6-in-1 Cooling,Smart Energy Display,HD & PM",4.1 out of 5 stars,"₹55,979.00",https://www.amazon.in/Carrier-Flexicool-Inverter-Convertible-CAI24EE5R35W0/dp/B0DSWPMDYD/ref=zg_bs_g_3474656031_d_sccl_25/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
26,"Lloyd 1.5 Ton 5 Star Inverter Split AC (5 in 1 Convertible, Anti Corrosion Coating, Copper, PM 2.5 Filter, White with Chrome",4.0 out of 5 stars,"₹39,990.00",https://www.amazon.in/Lloyd-Inverter-Convertible-Corrosion-GLS18I5KWGGW/dp/B0DZ6B4K8C/ref=zg_bs_g_3474656031_d_sccl_26/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
27,"Blue Star 1.5 Ton 3 Star Inverter Split AC (Copper, Smart Ready, 5 in 1 Convertible, Turbo Cool, ID318YKU, 2023 Model, White)",3.7 out of 5 stars,"₹34,990.00",https://www.amazon.in/Blue-Star-Inverter-Convertible-ID318YKU/dp/B0BZNWZNSN/ref=zg_bs_g_3474656031_d_sccl_27/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
28,"Carrier 1 Ton 3 Star Wi-Fi Smart Flexicool Inverter Split AC (Copper, Convertible 6-in-1 Cooling,Smart Energy Display,HD & PM",4.2 out of 5 stars,"₹31,900.00",https://www.amazon.in/Carrier-Flexicool-Inverter-Convertible-CAI12EE3R35W0/dp/B0DSWRQRNZ/ref=zg_bs_g_3474656031_d_sccl_28/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
29,"Carrier 1 Ton 5 Star Wi-Fi Smart Flexicool Inverter Split AC (Copper, Convertible 6-in-1 Cooling,Smart Energy Display,HD & PM",4.2 out of 5 stars,"₹38,990.00",https://www.amazon.in/Carrier-Flexicool-Inverter-Convertible-CAI12EE5R35W0/dp/B0DSXQZ4L5/ref=zg_bs_g_3474656031_d_sccl_29/258-6407447-4066664?psc=1,2025-08-05 21:08:19,2025-08-05 21:08:19
