Rank,Washing Machine Name,Rating,Price,Product Link,Start Time,End Time
65,"Acer 8.0 Kg 5 Star Fully-Automatic Top Loading Washing Machine (AR80HFATLH2C2CR24D, Cherry Red,12 Wash Programs, In-Built Hea",4.1 out of 5 stars,"₹15,999.00",https://www.amazon.in/Fully-Automatic-Loading-Washing-AR80HFATLH2C2CR24D-Programs/dp/B0DK5SXHYY/ref=zg_bs_g_1380373031_d_sccl_15/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
66,"Haier 10.5 kg 5 Star Inbuilt Butterfly heater, Oceanus Wave Drum Washing Machine Fully Automatic Top Load (HWM105-H688BK,Blac",4.2 out of 5 stars,"₹25,990.00",https://www.amazon.in/Haier-Inbuilt-Butterfly-Automatic-HWM105-H688BK/dp/B0FCSDL7CP/ref=zg_bs_g_1380373031_d_sccl_16/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
67,HOMEAPPY Latest Mini Washing Machine || Single Tub Portable Washing Machine with Anti Bacterial Function of Blue UV Light Rot,3.2 out of 5 stars,N/A,https://www.amazon.in/HOMEAPPY-Portable-Bacterial-Controller-Underwear/dp/B0CQXRJH19/ref=zg_bs_g_1380373031_d_sccl_17/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
68,Original L.G Spin Inner lid Fit for L.G. Spin Inner lid Compatible for lg 6-7.5 kg semi Automatic Washing Machine only Washin,3.9 out of 5 stars,₹155.73,https://www.amazon.in/Original-Compatible-Automatic-Washing-Machine/dp/B0CTKXW24Y/ref=zg_bs_g_1380373031_d_sccl_18/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
69,"Voltas Beko, A Tata Product 8 kg 5 Star Fully-Automatic Top Loading Washing Machine (2025 Model, WTL8006UEA / OBS1060, Grey,",4.3 out of 5 stars,"₹15,990.00",https://www.amazon.in/Voltas-Beko-Fully-Automatic-WTL8006UEA-OBS1060/dp/B0F2TFK5YN/ref=zg_bs_g_1380373031_d_sccl_19/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
70,"Whirlpool 11Kg Semi-Automatic Top Loading Washing Machine (ACE XL 11 DMIX GRAPHITE GREY,10YR MW, Dynamix Detergent Dispenser)",4.2 out of 5 stars,"₹16,304.00",https://www.amazon.in/Whirlpool-DMIX-GRAPHITE-GREY-10YR/dp/B0D13N36TB/ref=zg_bs_g_1380373031_d_sccl_20/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
71,"LG 7.5 Kg 5 Star Smart Inverter Technology Fully Automatic Top Load Washing Machine (T75VBMB1Z, Auto Prewash, Turbodrum, Stai",4.1 out of 5 stars,"₹18,990.00",https://www.amazon.in/LG-Technology-Automatic-T75VBMB1Z-Turbodrum/dp/B0DQY8JMMD/ref=zg_bs_g_1380373031_d_sccl_21/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
72,"Godrej 6 Kg 5 Star AI Powered, Eco Wash, Steam Wash, Anti-Fade Color Programs, Pause The Wash Cycle, Child Lock, Fully Automa",3.9 out of 5 stars,"₹22,790.00",https://www.amazon.in/Godrej-Fully-Automatic-WFEON-ARG-6010/dp/B0D53LM2CX/ref=zg_bs_g_1380373031_d_sccl_22/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
73,"Voltas Beko, A Tata Product 8 Kg 5 Star Semi-automatic Top Load Washing Machine with Double Waterfall Technology (WTT80UHA /",N/A,"₹9,890.00",https://www.amazon.in/Voltas-Beko-Semi-automatic-WTT80UHA-OK5I0I0W01E/dp/B0FB3GN6D1/ref=zg_bs_g_1380373031_d_sccl_23/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
74,"IFB 10 Kg 5 Star AI Powered Fully Automatic Top Load Washing Machine (TL S4RBS 10.0 Kg Aqua, Sparkle Silver, 2X Power Steam,",4.2 out of 5 stars,"₹31,950.00",https://www.amazon.in/IFB-S4RBS-10-0-Aqua-Comprehensive/dp/B0CQNZC5GS/ref=zg_bs_g_1380373031_d_sccl_24/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
75,"Whirlpool 7 Kg 5 Star Inverter Front Load Fully Automatic Washing Machine with In-Built Heater (XS7010BWW52E, Crystal White,",4.0 out of 5 stars,"₹23,990.00",https://www.amazon.in/Whirlpool-Inverter-Automatic-XS7010BWW52E-Technology/dp/B0CVX73ZLT/ref=zg_bs_g_1380373031_d_sccl_25/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
76,"ROMINO 0.8Kg Portable Mini Washing Machine, Foldable Washing Machine Top Load Fully Automatic with 3 Modes Spinner and Dryer,",5.0 out of 5 stars,"₹1,889.00",https://www.amazon.in/ROMINO-Portable-Washing-Foldable-Automatic/dp/B0FHGQRXWM/ref=zg_bs_g_1380373031_d_sccl_26/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
77,HOMEAPPY Mini Top Loading Washing Machine || Steel Drum Portable Washing Machine with Anti Bacterial Function of Blue UV Ligh,3.6 out of 5 stars,"₹5,199.00",https://www.amazon.in/HOMEAPPY-Mini-Bacterial-Controller-Underwear/dp/B0DN6GZXQH/ref=zg_bs_g_1380373031_d_sccl_27/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
78,Godrej 8 Kg 5 Star Zero Pressure (0.02 MPa) Technology With Steel Drum Fully-Automatic Top Load Washing Machine (WTEON ADA 80,4.1 out of 5 stars,"₹17,990.00",https://www.amazon.in/Godrej-Fully-Automatic-WTEON-FEFN-GLGR/dp/B0D8VPSYXL/ref=zg_bs_g_1380373031_d_sccl_28/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
79,DMR 3kg 2 Star Portable Washing Machine - Only Washer (No Dryer) - Model DMR OW-30. (Blue).,3.5 out of 5 stars,"₹4,749.00",https://www.amazon.in/DMR-Star-Portable-Washing-Machine/dp/B0DXQ56X6N/ref=zg_bs_g_1380373031_d_sccl_29/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
80,DMR Model DMR 46-1218 (W2Yr) Top Load 4 star Single Tub 4.6Kg Portable Mini Washing Machine with 2kg Steel Dryer Basket (Blue,3.5 out of 5 stars,"₹6,399.00",https://www.amazon.in/DMR-46-1218-Portable-Washing-Blue/dp/B07QKLKTHX/ref=zg_bs_g_1380373031_d_sccl_30/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
81,"Godrej 7.5 Kg 5 Star Rollercoaster Wash Tech, Fills Tub At ~0 Water Pressure, Strong Wash Waves, Steel Drum Fully Automatic T",3.8 out of 5 stars,"₹15,590.00",https://www.amazon.in/Godrej-Fully-Automatic-WTEON-FDTN-GPGR/dp/B0D6W7R8HN/ref=zg_bs_g_1380373031_d_sccl_81/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
82,DMR-OW-75 Only Washer with 7.5Kg Washing Capacity and 1 Year Free Spare Supply Warranty. (Only Washer - No Spin dryer) (Black,3.7 out of 5 stars,"₹5,299.00",https://www.amazon.in/DMR-OW-75-Washer-Washing-Capacity-Warranty/dp/B0F13NW3WP/ref=zg_bs_g_1380373031_d_sccl_82/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
83,"ROMINO 0.8Kg Portable Foldable Mini Top Loading Washing Machine Fully Automatic with 3 Mode Spinner and Dryer, Semi Automatic",2.3 out of 5 stars,"₹1,899.00",https://www.amazon.in/ROMINO-Portable-Foldable-Loading-Automatic/dp/B0FCFH8L85/ref=zg_bs_g_1380373031_d_sccl_83/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
84,"Samsung 8 kg, 5 star, Eco Bubble Technology, AI Control, Wi-Fi, Fully-Automatic Front Load Washing Machine (WW80T504DAX1TL, H",4.3 out of 5 stars,"₹36,990.00",https://www.amazon.in/Samsung-Technology-Control-Fully-Automatic-WW80T504DAX1TL/dp/B0CPJG92ZS/ref=zg_bs_g_1380373031_d_sccl_84/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
85,Sanavya Pulsator Compatible with Godrej 800pds | Godrej 800pd | Godrej 650pd Semi Automatic Washing Machine Blue (Round Shaft,3.8 out of 5 stars,₹499.00,https://www.amazon.in/Sanavya-Pulsator-Compatible-Godrej-Automatic/dp/B0CFQRZ3KD/ref=zg_bs_g_1380373031_d_sccl_85/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
86,Semi Automatic Folding 2kg Top Loading Mini Washing Machine with Dryer Deep Cleaning for Underwear Washing Machine Clothes Wa,1.0 out of 5 stars,"₹1,499.00",https://www.amazon.in/Automatic-Folding-Loading-Cleaning-Underwear/dp/B0FFMZZNRJ/ref=zg_bs_g_1380373031_d_sccl_86/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
87,KIHC Pulsator Roller Compatible with Samsung/Washing Machine (2 pcs Set),3.2 out of 5 stars,₹139.00,https://www.amazon.in/KIHC-Pulsator-Compatible-Samsung-Washing/dp/B0BMQKLFL6/ref=zg_bs_g_1380373031_d_sccl_87/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
88,"Portable Handy Washer With 5 Minutes Timer Belt, Copper Coil Motor with 1 Year Warranty",5.0 out of 5 stars,"₹2,692.00",https://www.amazon.in/Portable-Washer-Minutes-Copper-Warranty/dp/B0DHPGCMNJ/ref=zg_bs_g_1380373031_d_sccl_88/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
89,"LG 12 Kg, 5 Star, AI Direct Drive Technology, Wi-Fi, Steam Fully Automatic Front-Loading Washing Machine (FHP1412Z5O, Intelli",5.0 out of 5 stars,"₹47,990.00",https://www.amazon.in/LG-Technology-Front-Loading-FHP1412Z5O-Intelligent/dp/B0FDBBZWT6/ref=zg_bs_g_1380373031_d_sccl_89/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
90,FORGEOG-PoRtaBle-WaShinG-MaChinE-Mini-wAsheR-uSB-TurbIne-WashIng-MacHine-wiTh-USB-DeEp-ClEaniNg-of-UnderWear-BabY-CloTHes-and,2.6 out of 5 stars,₹271.00,https://www.amazon.in/FORGEOG-FORGEOG-PoRtaBle-WaShinG-MaChinE-Mini-wAsheR-uSB-TurbIne-WashIng-MacHine-wiTh-USB-DeEp-ClEaniNg-of-UnderWear-BabY-CloTHes-and-SMall-ClothEs-SUitaBle-for-BusINess-TraVel-AparTmenT-XO9/dp/B0DHGV3BHL/ref=zg_bs_g_1380373031_d_sccl_90/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
91,Semi Automatic Folding 2kg Top Loading Mini Washing Machine with Dryer Deep Cleaning for Underwear Washing Machine Clothes Wa,5.0 out of 5 stars,N/A,https://www.amazon.in/Automatic-Mini-Washing-Cleaning-Underwear/dp/B0FF4P9MCJ/ref=zg_bs_g_1380373031_d_sccl_91/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
92,"Voltas Beko, A Tata Product 7 Kg 5 Star Inverter, Quick 14-Min Wash Fully Automatic Front Load Washing Machine (WFL7012B7JVBK",3.7 out of 5 stars,"₹23,390.00",https://www.amazon.in/Voltas-Beko-Automatic-WFL7012B7JVBKA-WXV/dp/B0DB585DYQ/ref=zg_bs_g_1380373031_d_sccl_92/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
93,FUSION STAR Pulsator Roller/Belan for Samsung Top Load Fully Automatic Washing Machine Replacement Parts Size 9.7 CM (Set of,4.0 out of 5 stars,₹114.30,https://www.amazon.in/FUSION-STAR-Automatic-Replacement-FS-67/dp/B0D3ZGP197/ref=zg_bs_g_1380373031_d_sccl_93/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
94,"IFB 10Kg 5 Star with Deep Clean Oxyjet Technology, AI Powered, Fully Automatic Front Load Washing Machine (EXECUTIVE PLUS VSC",4.4 out of 5 stars,"₹46,240.00",https://www.amazon.in/IFB-EXECUTIVE-PLUS-VSC-1014/dp/B0D7CN1KHY/ref=zg_bs_g_1380373031_d_sccl_94/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
95,Sanavya® Pulsator Compatible for Samsung Top Load Washing Machine/Washing Machine Pulsator 6 and 6.5kg (Match Size),4.2 out of 5 stars,₹499.00,https://www.amazon.in/Pulsator-Compatible-Samsung-Washing-Machine/dp/B0B65MKLQT/ref=zg_bs_g_1380373031_d_sccl_95/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
96,"Voltas Beko, A Tata Product 6.5 KG 5 Star Fully Automatic Front Load Washing Machine with Hygiene wash (WFL6512B7COUBAA/WWV,",N/A,"₹21,490.00",https://www.amazon.in/Voltas-Beko-Automatic-WFL6512B7COUBAA-WWV/dp/B0F6D7J9JR/ref=zg_bs_g_1380373031_d_sccl_96/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
97,"Godrej 7 Kg 5 Star, AI Powered, Inbuilt Heater, Steam Wash, FabriSafe Drum, Refresh Cycle, 65% Water Saving, Fully Automatic",3.7 out of 5 stars,"₹24,450.00",https://www.amazon.in/Godrej-WFEON-7010-FKEDM-GLWH/dp/B0D2QWCCC2/ref=zg_bs_g_1380373031_d_sccl_97/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
98,"Bosch 9 kg Fully Automatic Front load Condenser Tumble Dryer (2024 Model, WPG24108IN, 5 Drying Options, 14 Programs, Allergy",4.3 out of 5 stars,"₹51,900.00",https://www.amazon.in/Bosch-Automatic-Condenser-WPG24108IN-Inbuilt/dp/B0CV5DGQBT/ref=zg_bs_g_1380373031_d_sccl_98/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
99,FUSION STAR Pulsator Square Shaft Suitable for Samsung Top Load Fully Automatic Washing Machine Replacement Parts Match & Buy,3.8 out of 5 stars,₹599.00,https://www.amazon.in/FUSION-STAR-Pulsator-Automatic-Replacement/dp/B0CPFSXVFS/ref=zg_bs_g_1380373031_d_sccl_99/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
100,Dreamyland MiNi wAsHiNg mAcHiNe tUrBiNe wAsHiNg mAcHiNe wAsHiNg mAcHiNe dOoR HiNgE UlTrAsOnIc lIgHtWeIgHt tUrBo wAsHeR WiTh u,2.6 out of 5 stars,₹295.00,https://www.amazon.in/Dreamyland-wAsHiNg-mAcHiNe-UlTrAsOnIc-lIgHtWeIgHt/dp/B0DQQ8K6VD/ref=zg_bs_g_1380373031_d_sccl_100/259-2893573-4903325?psc=1,2025-08-05 21:09:08,2025-08-05 21:09:08
